name,title,file,id
Stevie Ray Vaughan & Double Trouble,Crossfire,Stevie Ray Vaughan & Double Trouble_Crossfire.npy,21
Yanni,Dance With a Stranger,Yanni_Dance With a Stranger.npy,176
Britney Spears,Gimme More,Britney Spears_Gimme More.npy,238
"Loudon Wainwright, III",The Swimming Song,"Loudon Wainwright, III_The Swimming Song.npy",239
Robert Pollard,Subspace Biographies,Robert Pollard_Subspace Biographies.npy,215
Samael,Baphomet_s Throne,Samael_Baphomet_s Throne.npy,150
9th Wonder,PhylSexySelf!!!!,9th Wonder_PhylSexySelf!!!!.npy,166
YoungBoy Never Broke Again,No Time,YoungBoy Never Broke Again_No Time.npy,240
Charlie Rich,Rollin_ With the Flow,Charlie Rich_Rollin_ With the Flow.npy,241
Angela Bofill,Stop Look Listen,Angela Bofill_Stop Look Listen.npy,242
Doja Cat,Streets,Doja Cat_Streets.npy,97
The Haunted,1-2-5 Monk,The Haunted_1-2-5 Monk.npy,243
Ween,Ocean Man,Ween_Ocean Man.npy,244
Ween,Mutilated Lips,Ween_Mutilated Lips.npy,244
Otis Rush,"Right Place, Wrong Time","Otis Rush_Right Place, Wrong Time.npy",88
Rod Stewart,Da Ya Think I_m Sexy_,Rod Stewart_Da Ya Think I_m Sexy_.npy,109
Ayreon,Comatose,Ayreon_Comatose.npy,245
Lil B,D.O.R. Death of Rap,Lil B_D.O.R. Death of Rap.npy,246
Leonard Cohen,Dance Me to the End of Love,Leonard Cohen_Dance Me to the End of Love.npy,63
Johnny Cash,The Man Comes Around,Johnny Cash_The Man Comes Around.npy,247
James Taylor,Something In the Way She Moves,James Taylor_Something In the Way She Moves.npy,213
Leona Lewis,Bleeding Love,Leona Lewis_Bleeding Love.npy,19
Jackie Edwards,Let It Be Me,Jackie Edwards_Let It Be Me.npy,205
Burning Spear,Identity,Burning Spear_Identity.npy,248
Andy Williams,El Condor Pasa (If I Could),Andy Williams_El Condor Pasa (If I Could).npy,38
Pete Seeger,Goodnight Irene,Pete Seeger_Goodnight Irene.npy,189
Colin James,Big Road Blues,Colin James_Big Road Blues.npy,96
Sara Evans,I Could Not Ask for More,Sara Evans_I Could Not Ask for More.npy,82
Phaeleh,If,Phaeleh_If.npy,249
Janis Joplin,Kozmic Blues,Janis Joplin_Kozmic Blues.npy,138
Joaquín Sabina,Contigo (Directo Luna Park),Joaquín Sabina_Contigo (Directo Luna Park).npy,250
Key Glock,No Hook,Key Glock_No Hook.npy,251
Heitor Pereira,Star Light-Star Bright,Heitor Pereira_Star Light-Star Bright.npy,252
Phil Coulter,The Shores Of The Swilly,Phil Coulter_The Shores Of The Swilly.npy,41
Sarah Geronimo,I Just Fall In Love Again,Sarah Geronimo_I Just Fall In Love Again.npy,230
9th Wonder,BaseForYourFaceSoul!!!,9th Wonder_BaseForYourFaceSoul!!!.npy,166
Etta James,All I Could Do Was Cry,Etta James_All I Could Do Was Cry.npy,91
Bill Staines,The Happy Wanderer,Bill Staines_The Happy Wanderer.npy,169
Алла Пугачёва,Серое пальто,Алла Пугачёва_Серое пальто.npy,30
Charlie Musselwhite,Sad And Beautiful World,Charlie Musselwhite_Sad And Beautiful World.npy,0
Lorenzo de Monteclaro,Contrabando y Traición,Lorenzo de Monteclaro_Contrabando y Traición.npy,221
Prudence Liew,這雙眼只望你 - Zhe Shuang Yan Zhi Wang Ni,Prudence Liew_這雙眼只望你 - Zhe Shuang Yan Zhi Wang Ni.npy,5
Peter Alexander,Komm und bedien dich,Peter Alexander_Komm und bedien dich.npy,70
Lindsey Buckingham,On the Wrong Side,Lindsey Buckingham_On the Wrong Side.npy,253
John Denver,Thank God I_m a Country Boy,John Denver_Thank God I_m a Country Boy.npy,254
Lil, Keke_I_m A G (Album Version (dirty)),Lil_ Keke_I_m A G (Album Version (dirty)).npy,71
Kenny Chesney,I Go Back,Kenny Chesney_I Go Back.npy,255
John Vanderslice,Bill Gates Must Die,John Vanderslice_Bill Gates Must Die.npy,256
Kevin Gates,Cartel Swag,Kevin Gates_Cartel Swag.npy,133
Dua Lipa,New Rules,Dua Lipa_New Rules.npy,10
Mireille Mathieu,Akropolis Adieu,Mireille Mathieu_Akropolis Adieu.npy,257
Hound Dog Taylor,Sitting At Home Alone,Hound Dog Taylor_Sitting At Home Alone.npy,141
Ewan MacColl,Dirty Old Town,Ewan MacColl_Dirty Old Town.npy,258
Bruce Cockburn,Last Night Of The World,Bruce Cockburn_Last Night Of The World.npy,222
Pieta Brown,No Not Me,Pieta Brown_No Not Me.npy,53
Charlie Musselwhite,Blues Overtook Me,Charlie Musselwhite_Blues Overtook Me.npy,0
Dan Siegel,You Let Me In,Dan Siegel_You Let Me In.npy,259
Tom Petty,I Won_t Back Down,Tom Petty_I Won_t Back Down.npy,128
Mac Dre,4 Myself,Mac Dre_4 Myself.npy,159
David Nevue,Here I Am to Worship,David Nevue_Here I Am to Worship.npy,260
Barbra Streisand,It Had to Be You,Barbra Streisand_It Had to Be You.npy,261
Prince,Little Red Corvette,Prince_Little Red Corvette.npy,172
Syl Johnson,"Wind, Blow Her Back My Way","Syl Johnson_Wind, Blow Her Back My Way.npy",262
Eros Ramazzotti,La Cosa Mas Bella,Eros Ramazzotti_La Cosa Mas Bella.npy,263
Camilo Sesto,"Donde Estés, Con Quien Estés","Camilo Sesto_Donde Estés, Con Quien Estés.npy",264
Todd Rundgren,I Saw the Light,Todd Rundgren_I Saw the Light.npy,185
Alan Jackson,Small Town Southern Man,Alan Jackson_Small Town Southern Man.npy,265
Janis Joplin,Me and Bobby McGee,Janis Joplin_Me and Bobby McGee.npy,138
Mahalia Jackson,Trouble of the World,Mahalia Jackson_Trouble of the World.npy,266
Nick Lowe,Switchboard Susan,Nick Lowe_Switchboard Susan.npy,11
John Michael Talbot,Psalm 95 (Come Worship The Lord),John Michael Talbot_Psalm 95 (Come Worship The Lord).npy,267
Eddie Money,I Wanna Go Back,Eddie Money_I Wanna Go Back.npy,17
Andre Nickatina,Killa Whale,Andre Nickatina_Killa Whale.npy,268
DJ Paul,In My Zone,DJ Paul_In My Zone.npy,269
Evelyn  Champagne  King,The Show Is Over,Evelyn  Champagne  King_The Show Is Over.npy,36
Z-Ro,Mo City Don,Z-Ro_Mo City Don.npy,89
Cuco Sánchez,No Soy Monedita de Oro,Cuco Sánchez_No Soy Monedita de Oro.npy,270
Danny Elfman,Violet Beauregarde,Danny Elfman_Violet Beauregarde.npy,271
Richie Kotzen,Venom,Richie Kotzen_Venom.npy,272
Jim Byrnes,All Over You,Jim Byrnes_All Over You.npy,32
Elliott Smith,Miss Misery,Elliott Smith_Miss Misery.npy,124
City and Colour,Sleeping Sickness,City and Colour_Sleeping Sickness.npy,101
Peter Kater,Celestial Light,Peter Kater_Celestial Light.npy,45
LiSA,REALiZE,LiSA_REALiZE.npy,273
David Bowie,Ashes to Ashes,David Bowie_Ashes to Ashes.npy,22
Eric Carmen,Love Is All That Matters,Eric Carmen_Love Is All That Matters.npy,92
Kenny Loggins,Footloose (From _Footloose_ Soundtrack),Kenny Loggins_Footloose (From _Footloose_ Soundtrack).npy,212
YoungBoy Never Broke Again,Valuable Pain,YoungBoy Never Broke Again_Valuable Pain.npy,240
John Debney,Forbidden Wood,John Debney_Forbidden Wood.npy,274
Lil Wyte,We Ain_t Playin_,Lil Wyte_We Ain_t Playin_.npy,275
Beyoncé,Dangerously In Love,Beyoncé_Dangerously In Love.npy,276
Frankie Cosmos,Outside with the Cuties,Frankie Cosmos_Outside with the Cuties.npy,35
Buddy Guy,Blues Don_t Lie,Buddy Guy_Blues Don_t Lie.npy,157
Pete Seeger,Little Boxes,Pete Seeger_Little Boxes.npy,189
Regine Velasquez,Kung Maibabalik KO Lang,Regine Velasquez_Kung Maibabalik KO Lang.npy,125
Guy Sebastian,Love On Display,Guy Sebastian_Love On Display.npy,61
Frankie Cosmos,Sappho,Frankie Cosmos_Sappho.npy,35
Sara K.,In The Fall (Maggies Dream),Sara K._In The Fall (Maggies Dream).npy,277
Joe Castro,Someone To Watch over Me,Joe Castro_Someone To Watch over Me.npy,278
Victor Manuel,Nada Sabe Tan Dulce Como Su Boca,Victor Manuel_Nada Sabe Tan Dulce Como Su Boca.npy,37
Pablo Vega,To One Who_ll Stand And Fight,Pablo Vega_To One Who_ll Stand And Fight.npy,279
Lynn Miles,Love Sweet Love,Lynn Miles_Love Sweet Love.npy,280
Darin,What_s the Point,Darin_What_s the Point.npy,122
Barry Manilow,Copacabana (At The Copa),Barry Manilow_Copacabana (At The Copa).npy,29
Pastor Troy,No Mo Play In G.A.,Pastor Troy_No Mo Play In G.A..npy,25
Al Hirt,Cotton Candy,Al Hirt_Cotton Candy.npy,281
Burning Spear,Hail H.I.M (2002 Remastered Version),Burning Spear_Hail H.I.M (2002 Remastered Version).npy,248
Ray Stevens,Sittin_ Up With The Dead,Ray Stevens_Sittin_ Up With The Dead.npy,282
Mac Dre,She Neva Seen,Mac Dre_She Neva Seen.npy,159
Gucci Mane,Point in My Life,Gucci Mane_Point in My Life.npy,100
David Wilcox,Downtown Came Uptown,David Wilcox_Downtown Came Uptown.npy,229
Jennifer Rush,Ring of Ice (DAS ORIGINAL),Jennifer Rush_Ring of Ice (DAS ORIGINAL).npy,283
Rev. Gary Davis,I Am The Light Of This World,Rev. Gary Davis_I Am The Light Of This World.npy,284
Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat_Vegas (From the Original Motion Picture Soundtrack ELVIS).npy,97
Tuff,Forever Yours (2021 Remaster),Tuff_Forever Yours (2021 Remaster).npy,285
Mark Isham,Sense of Touch,Mark Isham_Sense of Touch.npy,286
Shemekia Copeland,My Kind Of Guy,Shemekia Copeland_My Kind Of Guy.npy,110
David Bromberg,Dehlia,David Bromberg_Dehlia.npy,287
Jerry Rivera,Nada Sin Ti,Jerry Rivera_Nada Sin Ti.npy,74
Glenn Miller,I_ve Got a Gal in Kalamazoo (Orchestra Wives),Glenn Miller_I_ve Got a Gal in Kalamazoo (Orchestra Wives).npy,288
Whitney Houston,How Will I Know,Whitney Houston_How Will I Know.npy,107
Bob Mould,Wishing Well,Bob Mould_Wishing Well.npy,289
B! Machine,Opal,B! Machine_Opal.npy,202
Philip Glass,Metamorphosis_ Two,Philip Glass_Metamorphosis_ Two.npy,160
Matthew Sweet,Dark Secret,Matthew Sweet_Dark Secret.npy,2
LEA,Welt,LEA_Welt.npy,119
Nelly Omar,Desde el alma,Nelly Omar_Desde el alma.npy,49
SEKAI NO OWARI,The Peak,SEKAI NO OWARI_The Peak.npy,65
Ozzy Osbourne,Shot in the Dark,Ozzy Osbourne_Shot in the Dark.npy,187
John Williams,Reverie,John Williams_Reverie.npy,290
Barbara Cook,My White Knight,Barbara Cook_My White Knight.npy,24
Michael Hedges,All Along the Watchtower,Michael Hedges_All Along the Watchtower.npy,291
Roy Orbison,"Oh, Pretty Woman","Roy Orbison_Oh, Pretty Woman.npy",292
Lindsey Buckingham,I Don_t Mind,Lindsey Buckingham_I Don_t Mind.npy,253
Ana Caram,Agua De Beber (Water to Drink),Ana Caram_Agua De Beber (Water to Drink).npy,293
Duke Ellington,Take the a Train,Duke Ellington_Take the a Train.npy,294
Juan Gabriel,Abrázame Muy Fuerte,Juan Gabriel_Abrázame Muy Fuerte.npy,295
Roger Waters,Wait for Her,Roger Waters_Wait for Her.npy,59
Eddie Money,Shakin_,Eddie Money_Shakin_.npy,17
Sara K.,(Would You) Break My Heart,Sara K._(Would You) Break My Heart.npy,277
Liam Gallagher,I_ve All I Need,Liam Gallagher_I_ve All I Need.npy,236
DJ Paul,"Twist It, Hit It, Light It","DJ Paul_Twist It, Hit It, Light It.npy",269
Lil B,Like a Martian,Lil B_Like a Martian.npy,246
Bob Mould,American Crisis,Bob Mould_American Crisis.npy,289
Lil B,B.O.R. (Birth of Rap),Lil B_B.O.R. (Birth of Rap).npy,246
Suzanne Ciani,Neverland,Suzanne Ciani_Neverland.npy,84
Melissa Horn,Jag saknar dig mindre och mindre,Melissa Horn_Jag saknar dig mindre och mindre.npy,164
Pedro The Lion,Indian Summer,Pedro The Lion_Indian Summer.npy,237
Jerry Reed,Gator,Jerry Reed_Gator.npy,296
Andrew Bird,Oh No,Andrew Bird_Oh No.npy,80
Boosie Badazz,Ungrateful,Boosie Badazz_Ungrateful.npy,60
Lita Ford,Falling in and out of Love,Lita Ford_Falling in and out of Love.npy,297
John Vanderslice,Trance Manual,John Vanderslice_Trance Manual.npy,256
Marc Anthony,Vivir lo nuestro,Marc Anthony_Vivir lo nuestro.npy,298
Ke$ha,Cannibal,Ke$ha_Cannibal.npy,135
Daniel May,Path to Enlightenment,Daniel May_Path to Enlightenment.npy,299
Phaeleh,Lament,Phaeleh_Lament.npy,249
Sara K.,Vincent,Sara K._Vincent.npy,277
Jim Byrnes,Every Waking Moment,Jim Byrnes_Every Waking Moment.npy,32
Kathy Troccoli,Go Light Your World,Kathy Troccoli_Go Light Your World.npy,178
Gigi D,Agostino_Silence (Vision 3),Gigi D_Agostino_Silence (Vision 3).npy,300
R.Kelly,Your Body_s Callin_,R.Kelly_Your Body_s Callin_.npy,301
Loudon Wainwright III,Good Ship Venus,Loudon Wainwright III_Good Ship Venus.npy,302
DJ Assault,Livin_ the (Good Life),DJ Assault_Livin_ the (Good Life).npy,303
Stephin Merritt,Maria Maria Maria,Stephin Merritt_Maria Maria Maria.npy,46
엘리아나,Os Dedinhos,엘리아나_Os Dedinhos.npy,131
Benito Lertxundi,Oi ama Eskual Herri,Benito Lertxundi_Oi ama Eskual Herri.npy,67
Laura Nyro,Sweet Blindness,Laura Nyro_Sweet Blindness.npy,145
B! Machine,Empty,B! Machine_Empty.npy,202
YoungBoy Never Broke Again,Lonely Child,YoungBoy Never Broke Again_Lonely Child.npy,240
Colin Hay,Overkill (Acoustic Version),Colin Hay_Overkill (Acoustic Version).npy,50
YoungBoy Never Broke Again,All In,YoungBoy Never Broke Again_All In.npy,240
Shakira,Antologia,Shakira_Antologia.npy,304
Steve Forbert,Cellophane City,Steve Forbert_Cellophane City.npy,305
Taylor Dayne,Heart of Stone,Taylor Dayne_Heart of Stone.npy,306
Steve Forbert,Romeo_s Tune,Steve Forbert_Romeo_s Tune.npy,305
Joan Manuel Serrat,Vagabundear,Joan Manuel Serrat_Vagabundear.npy,16
Gigi D,Agostino_The Riddle,Gigi D_Agostino_The Riddle.npy,300
George Jones,Tennessee Whiskey,George Jones_Tennessee Whiskey.npy,175
Ruby Braff,I Cover The Waterfront,Ruby Braff_I Cover The Waterfront.npy,307
Ramin Djawadi,Dragonstone,Ramin Djawadi_Dragonstone.npy,217
Wolfgang Ambros,Du schwoarzer Afghane,Wolfgang Ambros_Du schwoarzer Afghane.npy,308
Johnny Winter,Life Is Hard,Johnny Winter_Life Is Hard.npy,309
Dolly Parton,Here You Come Again,Dolly Parton_Here You Come Again.npy,310
Funky Destination,Havana,Funky Destination_Havana.npy,34
Paul Davis,Ride _em Cowboy,Paul Davis_Ride _em Cowboy.npy,186
Carole King,Beautiful,Carole King_Beautiful.npy,182
George Skaroulis,Se Ymnumen,George Skaroulis_Se Ymnumen.npy,311
Basia,Drunk on Love,Basia_Drunk on Love.npy,312
Julio Jaramillo,Cuando Llora Mi Guitarra,Julio Jaramillo_Cuando Llora Mi Guitarra.npy,134
Cuco Sánchez,Toda una Vida,Cuco Sánchez_Toda una Vida.npy,270
Anders Osborne,Lafayette,Anders Osborne_Lafayette.npy,313
Beyoncé,Beautiful Liar,Beyoncé_Beautiful Liar.npy,276
Buck Owens & His Buckaroos,Getting Used to Losing You,Buck Owens & His Buckaroos_Getting Used to Losing You.npy,218
Bruce Cockburn,If I Had A Rocket Launcher,Bruce Cockburn_If I Had A Rocket Launcher.npy,222
John Debney,Main Titles - Jungle Run,John Debney_Main Titles - Jungle Run.npy,274
Paul Davis,Sweet Life,Paul Davis_Sweet Life.npy,186
Sarah McLachlan,Ordinary Miracle,Sarah McLachlan_Ordinary Miracle.npy,314
Benny Goodman,Let_s Dance,Benny Goodman_Let_s Dance.npy,111
Steve Haun,Presence of the Moment,Steve Haun_Presence of the Moment.npy,315
Tom Petty,You Don_t Know How It Feels,Tom Petty_You Don_t Know How It Feels.npy,128
Shawn Colvin,I Don_t Know Why,Shawn Colvin_I Don_t Know Why.npy,211
Lindsey Buckingham,Dancin_ Across the USA,Lindsey Buckingham_Dancin_ Across the USA.npy,253
Annette Moreno,Un Ángel Llora,Annette Moreno_Un Ángel Llora.npy,43
Nils Lofgren,Old Friends,Nils Lofgren_Old Friends.npy,77
Koko Taylor,I_m A Woman,Koko Taylor_I_m A Woman.npy,180
Nas,I Can,Nas_I Can.npy,193
Patty Loveless,Hurt Me Bad (In A Real Good Way),Patty Loveless_Hurt Me Bad (In A Real Good Way).npy,204
Abdullah Ibrahim,Chisa,Abdullah Ibrahim_Chisa.npy,316
Richie Kotzen,My Angel,Richie Kotzen_My Angel.npy,272
Tom Harrell,Love Tide,Tom Harrell_Love Tide.npy,317
Frank Klepacki,Act On Instinct,Frank Klepacki_Act On Instinct.npy,318
Trevor Morris,Death of a Legend,Trevor Morris_Death of a Legend.npy,319
Eros Ramazzotti,Cosas De La Vida,Eros Ramazzotti_Cosas De La Vida.npy,263
Britney Spears,Toxic,Britney Spears_Toxic.npy,238
Syl Johnson,Ms. Fine Brown Frame,Syl Johnson_Ms. Fine Brown Frame.npy,262
LeAnn Rimes,One Way Ticket (Because I Can),LeAnn Rimes_One Way Ticket (Because I Can).npy,226
Tuff,Good Guys Wear Black,Tuff_Good Guys Wear Black.npy,285
Lou Reed,Sweet Jane,Lou Reed_Sweet Jane.npy,320
Eric Carmen,Make Me Lose Control,Eric Carmen_Make Me Lose Control.npy,92
Sarah Vaughan,Misty,Sarah Vaughan_Misty.npy,73
YoungBoy Never Broke Again,House Arrest Tingz,YoungBoy Never Broke Again_House Arrest Tingz.npy,240
Lisa Hilton,Twilight,Lisa Hilton_Twilight.npy,321
Tanya Tucker,Bring My Flowers Now,Tanya Tucker_Bring My Flowers Now.npy,113
Gucci Mane,Fresh Out,Gucci Mane_Fresh Out.npy,100
Rodney Crowell,Lovin_ All Night,Rodney Crowell_Lovin_ All Night.npy,179
Anders Osborne,Black Tar,Anders Osborne_Black Tar.npy,313
Bass Mekanik,Six Blok Bass,Bass Mekanik_Six Blok Bass.npy,83
Sara K.,Running Away From You,Sara K._Running Away From You.npy,277
City and Colour,The Girl,City and Colour_The Girl.npy,101
Roger Whittaker,Albany (German Version),Roger Whittaker_Albany (German Version).npy,188
Vanilla Ice,Ninja Rap,Vanilla Ice_Ninja Rap.npy,322
Andy Williams,The Exodus Song,Andy Williams_The Exodus Song.npy,38
Matthew Dear,Little People (Black City) (Mark E Dub Version),Matthew Dear_Little People (Black City) (Mark E Dub Version).npy,225
Cyndi Lauper,All Through the Night,Cyndi Lauper_All Through the Night.npy,323
Patti Smith,Redondo Beach,Patti Smith_Redondo Beach.npy,66
Jim Lauderdale,Patchwork River,Jim Lauderdale_Patchwork River.npy,57
Etta James,At Last,Etta James_At Last.npy,91
Etta James,Misty Blue,Etta James_Misty Blue.npy,91
Kenny Baker,Black Mountain Rag,Kenny Baker_Black Mountain Rag.npy,56
Jimmy Buffett,Margaritaville,Jimmy Buffett_Margaritaville.npy,324
Alanis Morissette,Head Over Feet,Alanis Morissette_Head Over Feet.npy,325
Stevie Nicks,Edge of Seventeen,Stevie Nicks_Edge of Seventeen.npy,326
Ayreon,Beneath The Waves,Ayreon_Beneath The Waves.npy,245
Iggy Pop,Nightclubbing,Iggy Pop_Nightclubbing.npy,183
Ewan MacColl,The Moving on Song,Ewan MacColl_The Moving on Song.npy,258
Van Morrison,Tupelo Honey,Van Morrison_Tupelo Honey.npy,327
Jerry Reed,Amos Moses,Jerry Reed_Amos Moses.npy,296
Kevin Gates,I Don’t Apologize,Kevin Gates_I Don’t Apologize.npy,133
Willie Nelson,It_s Hard to Be Humble,Willie Nelson_It_s Hard to Be Humble.npy,132
Stephen Bishop,Never Letting Go,Stephen Bishop_Never Letting Go.npy,42
Shemekia Copeland,In The Blood Of The Blues,Shemekia Copeland_In The Blood Of The Blues.npy,110
Dave Mason,The Lonely One,Dave Mason_The Lonely One.npy,95
Сергей Лазарев,Вкус Малины,Сергей Лазарев_Вкус Малины.npy,328
Matthew Sweet,Farther Down,Matthew Sweet_Farther Down.npy,2
Madlib,Road Of The Lonely Ones,Madlib_Road Of The Lonely Ones.npy,209
The Weeknd,Reminder,The Weeknd_Reminder.npy,329
Tim McGraw,Just To See You Smile,Tim McGraw_Just To See You Smile.npy,330
Roy Orbison,In Dreams,Roy Orbison_In Dreams.npy,292
Will Ackerman,Was It This Lifetime,Will Ackerman_Was It This Lifetime.npy,331
Gucci Mane,Serial Killers,Gucci Mane_Serial Killers.npy,100
Tom Petty,Free Fallin_,Tom Petty_Free Fallin_.npy,128
Nils Lofgren,All I Have To Do Is Dream,Nils Lofgren_All I Have To Do Is Dream.npy,77
David Bowie,China Girl,David Bowie_China Girl.npy,22
9th Wonder,The Righteous Way To Go (Instrumental),9th Wonder_The Righteous Way To Go (Instrumental).npy,166
Pete Seeger,Which Side Are You On_,Pete Seeger_Which Side Are You On_.npy,189
Nina Simone,Sinnerman,Nina Simone_Sinnerman.npy,167
Shel Silverstein,Sarah Cynthia Sylvia Stout Would Not Take the Garbage Out,Shel Silverstein_Sarah Cynthia Sylvia Stout Would Not Take the Garbage Out.npy,332
Al Hirt,Sugar Lips,Al Hirt_Sugar Lips.npy,281
Peter Kater,Heaven_s Window,Peter Kater_Heaven_s Window.npy,45
Stephin Merritt,Tiny Flying Player Pianos,Stephin Merritt_Tiny Flying Player Pianos.npy,46
Charlie Musselwhite,River Hip Mama,Charlie Musselwhite_River Hip Mama.npy,0
Lisa Stansfield,Baby Come Back,Lisa Stansfield_Baby Come Back.npy,139
Gisselle,Amar a Dos,Gisselle_Amar a Dos.npy,47
Sun Ra,Plutonian Nights,Sun Ra_Plutonian Nights.npy,86
Sarah McLachlan,When She Loved Me,Sarah McLachlan_When She Loved Me.npy,314
David Bowie,Heroes,David Bowie_Heroes.npy,22
Gloria Estefan,Mi Buen Amor,Gloria Estefan_Mi Buen Amor.npy,333
Shawn Colvin,Hold On To The Good Things,Shawn Colvin_Hold On To The Good Things.npy,211
Melissa Horn,Falla fritt,Melissa Horn_Falla fritt.npy,164
Hillbilly Hellcats,Road Rage,Hillbilly Hellcats_Road Rage.npy,203
Steve Forbert,That Sweet Love You Give (Sure Goes A Long Long Way),Steve Forbert_That Sweet Love You Give (Sure Goes A Long Long Way).npy,305
Prudence Liew,公子多情 - Gong Zi Duo Qing,Prudence Liew_公子多情 - Gong Zi Duo Qing.npy,5
Colin Hay,I Just Don_t Think I_ll Ever Get Over You,Colin Hay_I Just Don_t Think I_ll Ever Get Over You.npy,50
Peter Tosh,Johnny B. Goode (2002 Remaster),Peter Tosh_Johnny B. Goode (2002 Remaster).npy,334
R.Kelly,It Seems Like You_re Ready,R.Kelly_It Seems Like You_re Ready.npy,301
Lil Wyte,Ten Toes Tall,Lil Wyte_Ten Toes Tall.npy,275
Harry Belafonte,Jump Down Spin Around,Harry Belafonte_Jump Down Spin Around.npy,23
Guy Clark,The Cape,Guy Clark_The Cape.npy,335
David Wilcox,Between The Lines,David Wilcox_Between The Lines.npy,229
Rod Stewart,All for Love,Rod Stewart_All for Love.npy,109
Paloma Faith,Sweatpants,Paloma Faith_Sweatpants.npy,184
Shel Silverstein,"Ickle Me, Pickle Me, Tickle Me Too","Shel Silverstein_Ickle Me, Pickle Me, Tickle Me Too.npy",332
